bug_id,url,relevancy_score,rank
1096,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/markor/activity/DocumentShareIntoFragment.java,0.0,
1096,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Utilities/BackupHelper.java,0.0,
1096,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/app/src/main/java/io/github/zwieback/familyfinance/business/article/filter/ExpenseArticleFilter.java,0.0,
1096,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/app/src/main/java/io/github/zwieback/familyfinance/business/iconics/fragment/IconicsFragment.java,0.0,
2,/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/MultipleChoiceAdapter.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/library/src/main/java/com/handmark/pulltorefresh/library/internal/ViewCompat.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/library/src/main/java/com/handmark/pulltorefresh/library/OverscrollHelper.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-128/app/src/fdroid/java/org/shadowice/flocke/andotp/Fragments/AboutFragment.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/app/src/main/java/io/github/zwieback/familyfinance/business/operation/dialog/OperationFilterDialog.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/BaseTab.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-8/app/src/main/java/de/koelle/christian/common/currencyspinner/SpinnerViewUtils.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/ProjectsActivity.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/ExploreActivity.java,0.0,
2,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/ObservationEditor.java,0.0,
10,/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/LoggingUtils.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/opoc/ui/FilesystemViewerFragment.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/markor/ui/FilesystemViewerCreator.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-8/app/src/main/java/de/koelle/christian/trickytripper/activities/DirectoryPickerActivity.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-8/app/src/main/java/de/koelle/christian/trickytripper/modelutils/CurrencyViewUtils.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-8/app/src/main/java/de/koelle/christian/common/changelog/ChangeLog.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/opoc/util/FileUtils.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/fileproperties/FileLiveData.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/markor/App.java,0.0,
10,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/markor/format/plaintext/PlaintextConverter.java,0.0,
1147,/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1147/GPSTest/src/main/java/com/android/gpstest/NavigationDrawerFragment.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/theme/custom/CustomThemeColorPreference.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/shared/src/main/java/io/github/zwieback/familyfinance/util/ColorUtils.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/ProjectSelectorActivity.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/compat/StringCompat.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/ProjectDetails.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/DataQualityAdapter.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1147/GPSTest/src/main/java/com/android/gpstest/util/GpsTestUtil.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/app/src/main/java/io/github/zwieback/familyfinance/core/query/EntityQueryBuilder.java,0.0,
1147,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/ui/FixQueryChangeSearchView.java,0.0,
8,/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-8/app/src/main/java/de/koelle/christian/trickytripper/constants/ViewMode.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/MissionsPagerAdapter.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-8/app/src/main/java/de/koelle/christian/trickytripper/TrickyTripperActivity.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/provider/linux/LinuxFileKey.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/ProfileEditor.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/app/src/main/java/io/github/zwieback/familyfinance/core/activity/EntityFolderActivity.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/app/src/main/java/io/github/zwieback/familyfinance/core/activity/EntityActivity.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/app/src/main/java/io/github/zwieback/familyfinance/business/operation/activity/helper/IncomeOperationHelper.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-8/app/src/androidTest/java/de/koelle/christian/trickytripper/dataaccess/suite/payment/SaveAndLoadPaymentToTripTest.java,0.0,
8,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-8/app/src/main/java/de/koelle/christian/trickytripper/dataaccess/impl/tecbeans/PaymentReference.java,0.0,
53,/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/markor/ui/NewFileDialog.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/opoc/ui/AudioRecordOmDialog.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/markor/ui/FileInfoDialog.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-2/app/src/main/java/io/github/zwieback/familyfinance/core/storage/helper/InternalStorageHelper.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-1096/iNaturalist/src/main/java/org/inaturalist/android/INaturalistService.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/provider/remote/RemotePosixFileStore.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/filelist/CreateArchiveDialogFragment.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/provider/root/RootFileService.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-10/app/src/main/java/me/zhanghai/android/files/provider/root/RootFileService.java,0.0,
53,'/Users/bimalkadesilva/Desktop/CSCI-680-SME_Project/mine/bug-localization-by-dnn-and-rvsm/data/projects/bug-53/app/src/main/java/net/gsantner/markor/activity/MainActivity.java,0.0,
